Putamen,Caudate,Globus_Pallidus
23.396966583495175,20.15899437435855,123.2181442037379
11.103843958257196,26.87997373340226,74.92087539126057
16.81643836899661,23.197358236233956,99.71704396651299
17.74945353773794,28.087995668253644,133.7656403418219
20.65767717690958,28.25348045710728,105.8549530633059
12.639393866165825,19.17506306715174,110.37577400268759
23.60243152126621,29.64330698068661,125.1976580960955
19.68551476324957,18.5243872499274,107.99564047199645
17.433682208326267,29.452622510456706,120.06318283602266
21.083788544677383,37.083749051111354,128.3682098799855
29.67125055021576,41.588647374881354,118.4242389226318
22.416272683316894,17.809989620931752,113.82722995987825
19.972526346450437,27.996735237625394,109.8724814249183
16.64413885017104,24.33515788114315,102.80615317817924
19.677784481125997,18.187364743246448,109.34960161865145
34.46991854234518,29.244428200411583,112.55228924817851
18.516703329667095,22.408635663827667,108.39121304626886
18.93672811592078,20.282764869795056,130.26528179409905
29.390691936972416,27.64852295119679,108.07826678609581
17.323546108863077,23.065894545305447,110.2181345331597
17.406059537138365,22.635589359996544,79.99450436955203
23.758205696216628,31.71045154501354,120.23672135938574
14.200496747827234,22.692203062748,96.83141890288317
21.465630487682116,30.550367634953705,113.1503483527078
20.716287968368114,36.987200052331886,109.0386747613489
12.80484324068837,26.096311904292875,106.76112227374945
26.399298835822997,26.9780460805108,143.5492957351269
20.60989449327998,14.631804960842155,129.85398614802835
15.390150709566775,21.78403560473499,105.2631137152233
21.324032918160455,24.212827788562798,99.1485989644555
25.056730372021597,25.327533228933955,138.73172397705508
19.51305167401829,25.72338066090351,117.37172618987691
21.804046222125447,27.57766438839905,125.8335673509651
23.638433797002833,34.154957293020146,110.76964439917586
22.48092858102071,24.671369184239033,150.29257222066275
26.126635789707393,22.6770487977454,101.66649512670465
20.45371331401512,28.181320150383925,106.94555708532124
19.402935180134087,21.49224104082124,139.53640852003878
27.31979379542133,41.53488335880983,142.5409047859273
14.650969709981165,15.703510607004976,112.83244133249556
16.408296980077065,21.845006293423893,98.47561566614796
19.34089329833023,25.847036638814576,102.25407064963531
21.206352559404586,31.389661595555225,100.90999493756203
14.111107957315,30.580309744930474,111.99452171964185
16.600613210125235,15.30076271669012,123.72467651243025
15.667893768694656,27.627464512047556,122.12531808130984
12.612272306877966,13.270310610978786,132.53720468811576
19.31997245641752,26.789853194222083,126.05384736827605
24.905638556847762,27.505361013101545,129.1912561332043
18.76081949718204,32.47496932120819,125.50266348818846
38.52401578219307,33.5358101926623,114.3349772362423
11.715439800955824,25.29537157500421,126.01084901933041
25.654329243941785,11.160064433137398,104.87798144788164
15.291652273758864,23.43303947992829,115.7256006027623
16.791043744984357,28.14610906527074,120.6532618769321
31.681066103807268,34.86052150061755,129.78503040455834
13.00730750508153,28.356099767737796,113.58192536467095
19.380381062062042,12.63327781712724,124.83632431546656
28.64754810694082,33.25482539245279,130.0772240735899
20.80589360781072,27.69102457171784,114.35552642515009
21.501295711797034,24.260458439079052,123.7884710535906
12.4738898639045,21.471295273727105,127.06642209543284
31.20768517515245,24.51340109132134,104.15356155438869
25.831995594548925,35.10533372628163,124.58357948102196
14.675109251660365,25.52882334446647,98.50635895233968
19.162222939492587,27.62962660949685,130.8273515376835
18.648705761513895,30.904883365272056,91.12970266525073
18.471253342688236,34.929806165180594,119.6875849232693
29.950306829534416,29.60993848551849,122.68405355097511
24.476475698311532,33.16182743482841,95.09033190351944
15.170904246360099,20.916552684967666,147.41269466783177
17.652806502098585,26.055454795825042,111.36649818549085
19.37094445667474,28.075248004584996,107.7617556153365
33.586086295312064,29.52517616472042,116.4038356599446
16.489642104033614,32.23726028515367,95.72552478903526
11.543070791233756,23.602568488857564,99.17634593451018
21.761828827502306,24.486065615741154,105.61205742038325
17.97097288475112,26.8246625759662,114.5054823980621
16.28706630998673,29.821536564358986,95.25716206309716
16.644827543668292,26.334662786285577,98.87564722978084
31.11732667578535,25.225182955682314,124.95471755248255
11.835217828258514,16.956437575761086,119.6954843316159
14.921262534145836,14.11917895604641,106.7369146285847
21.884829047001567,20.869537453736143,117.1704678308902
32.95177996764071,31.186999386680803,111.4906825947037
15.41700862786457,17.206267399246205,107.83311954159049
27.57883752026556,29.955098675340807,120.4289165391977
20.998741203391113,27.029279276566157,137.15036489407686
13.412770346379144,22.167224214280573,112.1911460517887
26.239505317893162,28.39308046641881,102.76638850122525
18.272447312058816,26.066562848381487,116.04617344659644
32.68180083422072,24.90314954004093,111.37030512741735
15.775177494295491,15.992352245714875,109.20234243425435
28.7250534792463,29.946364327852777,117.16407328681714
23.232560532741296,20.095087276098106,123.93751647103035
24.967408344843445,21.08010490460684,96.06735796058601
24.129684529835636,29.33960647252228,110.6280335458641
16.921502326701006,18.309357595095584,109.19416017471556
15.838798929362131,29.77870040057291,89.9389680470039
22.127827450223023,37.062390913110754,105.8535831959403
11.32295050797248,27.33446513682665,106.40728481043041
17.00317723099852,28.839257585119192,102.4684498127341
16.512069287815798,27.69629674333524,87.13415414846071
